,Tweet Posted Time (UTC),Tweet Content,Tweet Location
72091,27/03/2020,Shooting around the house during this lockdown is turning out to be very challenging as I'm shooting around the same location almost every day. . These are shots after today's rainfall at Jubbal. @hp_tourism @Canon_India @HimachalW @TOIChandigarh,Himachal Pradesh
74227,27/03/2020,Shooting around the house during this lockdown is turning out to be very challenging as I'm shooting around the same location almost every day. . These are shots after today's rainfall at Jubbal. @hp_tourism @Canon_India @HimachalW @TOIChandigarh,Himachal Pradesh
372605,01/05/2020,Lockdown Extended to 17 May. Now stay in home and stay safe... Don't try to take a step outside from your door for inviting corona in your home... It's a request... Jai Hind... Jai Bharat.. #IndiaFightsCorona ,Himachal Pradesh
374307,01/05/2020,Lockdown Extended to 17 May. Now stay in home and stay safe... Don't try to take a step outside from your door for inviting corona in your home... It's a request... Jai Hind... Jai Bharat.. #IndiaFightsCorona ,Himachal Pradesh
375855,01/05/2020,Lockdown Extended to 17 May. Now stay in home and stay safe... Don't try to take a step outside from your door for inviting corona in your home... It's a request... Jai Hind... Jai Bharat.. #IndiaFightsCorona ,Himachal Pradesh
375856,01/05/2020,Lockdown Extended to 17 May. Now stay in home and stay safe... Don't try to take a step outside from your door for inviting corona in your home... It's a request... Jai Hind... Jai Bharat.. #IndiaFightsCorona ,Himachal Pradesh
394164,01/05/2020,Lockdown Extended to 17 May. Now stay in home and stay safe... Don't try to take a step outside from your door for inviting corona in your home... It's a request... Jai Hind... Jai Bharat.. #IndiaFightsCorona ,Himachal Pradesh
